BoxID,X,Y,Velocity,Acceleration,Type
20,2979,236,10.022493103015837,,car
20,2853,236,231.63872629592834,,car
20,2976,236,0.2276839915321233,,car
20,2619,270,236.33933922222937,,car
20,1199,1767,148.9887390107051,,car
20,1190,1788,2.9024127893874776,,car

19,1528,1423,0.2595996918334072,0,car
19,1453,1502,7.541119280319069,,car
19,210,1874,93.55593116419719,,car
19,2850,237,3.075841348314311,,car
19,166,1924,230.57040823141202,,car
19,165,1931,2.3617756032273687,,car

36,3012,353,9.37798272551192,0,car
36,2886,320,33.107867342974544,,car
36,2282,696,38.291885302241255,,car
36,3004,348,32.21306070524811,,car
36,2883,318,9.519805040020517,,car
36,3003,348,24.162946840151765,,car
36,2350,386,0.2276839915321233,,car
36,2062,933,24.63967921869114,,car
36,2262,725,36.10999196898277,,car
36,2377,548,61.704042006986874,,car
36,2232,762,0.7235910447207041,,car
36,2496,468,63.85170118328877,,car
36,2369,569,11.77326598697235,,car
36,2368,570,0.2968636050444716,,car

44,2094,887,20.26387524635897,0,car
44,2280,703,32.53452074335812,,car
44,2034,980,26.374908075669193,,car
44,2017,1007,2.0377399245242267,,car

26,2773,149,200.52562290141378,0,car
26,698,2082,200.5449334588137,,car
26,2614,264,178.78775797016976,,car
26,655,2100,196.97501242543433,,car
26,301,1769,34.64928466794084,,car
26,2852,236,200.7710285076012,,car
26,2355,316,17.21884177289518,,truck
26,2546,341,1.9559631898376817,,car
26,2893,309,2.374908840355773,,car
26,2616,269,7.919018120954138,,car
26,2618,269,25.800725571192764,,car
26,2540,352,19.690914046838962,,car
26,2559,314,11.057334217613212,,car
26,2888,306,0.32199378875996976,,car
26,2888,306,23.842873652309613,,car

18,1509,1437,0.2595996918334072,0,car
18,275,1802,92.31579331836996,,car
18,1255,1713,70.67576625690026,,car
18,1243,1731,1.1177405781307217,,car

11,1121,1023,5.85373726776322,0,truck
11,1077,1048,8.172555047229721,,truck
11,1322,1634,44.73975949868304,,car

7,1785,678,1.6099689437998488,0,truck
7,1783,679,1.4578888846547944,,truck
7,1779,683,1.5188416639004871,,truck
7,1783,688,1.418235523458639,,truck

49,2090,891,19.67827309496441,0,car

40,3091,480,41.739201717330445,0,truck
40,3089,477,41.70596504098664,,car
40,3087,474,42.5371344591993,,truck
40,2056,944,63.04573425696619,,car
40,2246,742,37.133297618175526,,car

15,1499,1448,0.48299068313995464,0,car
15,1488,1464,1.1200571413994913,,car
15,1427,1526,5.303619895882434,,car
15,1290,1672,15.232892830975999,,car
15,3665,1274,173.68146180868007,,truck

17,330,1726,86.8601745335571,0,car
17,1442,1509,81.89840965488891,,car
17,1367,1596,8.298761353358705,,car
17,203,1887,86.6667382563807,,car
17,1300,1666,80.27470475809925,,car
17,3661,1276,172.6230443944261,,truck

10,1113,1024,3.413741642245353,0,truck
10,1093,1039,3.3501283557499706,,truck
10,989,1116,3.303380087122885,,truck

21,675,2089,34.82374362414242,0,car
21,281,1790,35.54088034925415,,car
21,2614,271,224.1747489794513,,car
21,253,1836,204.94484768346825,,car
21,244,1845,1.6808569243097404,,car
21,220,1862,2.0172853045615535,,car
21,2975,238,222.81138426929624,,car
21,2454,267,0.16099689437998488,,truck
21,194,1899,200.82796745473476,,car
21,2620,268,2.5282151807154394,,car
21,161,1940,216.05218169692247,,car
21,114,1961,75.76689007739463,,car

24,2852,236,16.500728711181214,0,car
24,2760,151,215.47756018667,,car
24,2566,276,26.826740092676193,,car
24,2555,310,13.64775146315319,,car
24,2614,268,10.809835521412896,,car
24,2613,268,14.622382842751724,,car
24,2451,267,26.153349613386045,,truck
24,2560,310,5.655553023356779,,car
24,2850,236,206.40687197862385,,car
24,2851,236,226.91713546579066,,car
24,2560,313,34.160794370154804,,car
24,2892,309,0.2276839915321233,,car
24,2975,239,6.550021679353436,,car
24,2396,308,45.304938009007365,,truck

23,2623,227,189.4934130781331,0,car
23,2409,276,0.07200000000000001,,truck
23,2409,275,40.92546121914817,,truck
23,2411,274,40.84374125860656,,truck
23,2975,238,31.995393668464217,,car
23,2354,318,37.72209114033845,,truck
23,2563,312,2.321930231509982,,car
23,2615,269,30.138687429946245,,car
23,2842,233,213.74453626701197,,car
23,125,1951,160.37139774909988,,car
23,101,1961,77.3164013647816,,car

25,317,1750,0.2276839915321233,0,car
25,2625,228,210.22335550551944,,car
25,2615,268,5.476261498504248,,car
25,2356,318,0.07200000000000001,,truck
25,2355,319,18.85094204542574,,truck
25,2354,321,7.860870180838759,,truck
25,2554,309,2.393390899957631,,car
25,2890,309,0.4379589021814718,,car
25,2977,238,5.993324286237145,,car
25,2973,238,9.073142785165459,,car
25,2893,309,30.222337699125795,,car
25,2355,344,0.07200000000000001,,truck
25,2615,269,45.27563583208965,,car
25,2617,270,214.10734802897358,,car
25,2555,316,16.14550835371869,,car
25,2557,316,14.618837163057803,,car

9,1101,1030,3.9606544913688193,0,truck
9,1072,1051,6.864209787003891,,truck
9,1067,1050,4.042272628114041,,truck
9,1057,1049,3.7880485741341814,,truck
9,998,1113,0.6439875775199395,,truck

46,2085,903,20.423266731842876,0,car
46,2034,973,5.892574310095716,,car
46,2009,1011,2.9024127893874776,,car

6,1782,682,1.3661039491927398,0,truck
6,1787,693,0.5804825578774955,,truck
6,1785,699,0.651987729945894,,truck
6,1746,715,85.42598986257052,,truck
6,1744,718,67.33847874729574,,truck

48,2082,904,20.525052009678316,0,car
48,2074,919,1.7826362500521524,,car
48,2073,922,0.8699793100988092,,car

52,619,2125,136.33556953341267,0,car


3,1760,689,3.9284561853226774,0,truck
3,1760,692,4.176620643534675,,truck
3,1755,709,66.23049062176726,,truck
3,924,1122,65.49772368563659,,truck
3,912,1131,0.7787990755002219,,truck

2,1756,701,58.61370488204955,0,truck
2,1759,703,59.073049286455486,,truck
2,1754,704,60.05723669966842,,truck
2,1750,714,62.145635405875446,,truck
2,954,1110,62.83228418575915,,truck
2,946,1112,1.4843180252223578,,truck
2,932,1119,1.2979984591670362,,truck

5,1784,706,0.48299068313995464,0,truck
5,1747,715,68.26484752784555,,truck
5,1747,717,66.00672402111773,,truck

1,967,1098,1.4471820894414082,0,truck
1,969,1100,1.6746772823442733,,truck

4,1748,711,65.03640875694168,0,truck

